date,open,high,low,close,volume,momentum,avg_price,range,ohlc,ema_10,ema_20,ema_50,ema_100,ema_200,macd,macd_signal,macd_hist,adx,plus_di,minus_di,rsi,stoch_k,stoch_d,cci,williams_r,bb_middle,bb_upper,bb_lower,bb_width,bb_position,atr,target_1day_return
2003-05-04 16:00:00+00:00,119.025,119.042,119.021,119.042,65369.3,-0.016999999999995907,119.0315,0.021000000000000796,119.0325,119.042,119.042,119.042,119.042,119.042,0.0,0.0,0.0,,,,,,,,,,,,,,,-0.003561768115455055
2003-05-04 20:00:00+00:00,119.025,119.046,118.893,119.033,60255.8,-0.007999999999995566,118.96950000000001,0.1530000000000058,118.99925,119.04036363636364,119.04114285714286,119.04164705882353,119.0418217821782,119.04191044776121,-0.0007179487179485022,-0.00014358974358970046,-0.0005743589743588018,,,,,,,,,,,,,,,-0.004948207639898117
2003-05-05 00:00:00+00:00,119.034,119.045,118.792,118.96,50844.9,0.07400000000001228,118.9185,0.2530000000000001,118.95775,119.02575206611569,119.0334149659864,119.03844521337948,119.04020154886774,119.04109541843026,-0.007095624223836694,-0.0015339966396390992,-0.005561627584197594,,,,,,,,,,,,,,,-0.0021183591123066225
2003-05-05 04:00:00+00:00,118.954,119.045,118.867,118.918,49043.2,0.03599999999998715,118.956,0.17799999999999727,118.94600000000001,119.00616078136738,119.0224230644639,119.03372187167832,119.03778171621688,119.03987058839613,-0.015361944073461586,-0.004299586126403597,-0.01106235794705799,,,,,,,,,,,,,,,-0.003330025732017017
2003-05-05 08:00:00+00:00,118.914,119.032,118.788,118.844,52114.2,0.07000000000000739,118.91,0.24399999999999977,118.8945,118.97667700293695,119.00543039165781,119.02628179827917,119.03394445450962,119.03792162731756,-0.027566474507537464,-0.00895296380263037,-0.018613510704907094,,,,,,,,,,,,,,,-0.005763858503584407
2003-05-05 12:00:00+00:00,118.838,118.994,118.53,118.574,49562.5,0.2639999999999958,118.762,0.46399999999999864,118.73400000000001,118.90346300240296,118.9643417829285,119.00854525717018,119.02483664352923,119.03330549172237,-0.05835274223213105,-0.018832919488530508,-0.03951982274360054,,,,,,,,,,,,,,,-0.005389039755764324
2003-05-05 16:00:00+00:00,118.535,118.666,118.461,118.618,331246.1,-0.08299999999999841,118.5635,0.2049999999999983,118.57,118.85156063832969,118.93135685122103,118.993229756889,119.01678047237023,119.02917309876992,-0.07829807743253525,-0.03072595107733146,-0.04757212635520379,,,,,,,,,,,,,,,-0.007798141934613589
2003-05-05 20:00:00+00:00,118.619,118.683,118.432,118.444,59823.1,0.17499999999999716,118.5575,0.2510000000000048,118.5445,118.77745870408792,118.8849419130095,118.97169133505021,119.00543828479854,119.02335048087171,-0.1069128206529939,-0.04596332499246395,-0.06094949566052995,,,,,,,,,,,,,,,-0.007328357704907029
2003-05-06 00:00:00+00:00,118.438,118.751,118.386,118.708,50734.9,-0.269999999999996,118.5685,0.3650000000000091,118.57075,118.7648298487992,118.86809030224669,118.96135049838156,118.99954841777283,119.02021266514166,-0.10705357023422835,-0.05818137404081683,-0.048872196193411516,,,,,,,,,,,,,,,-0.008129190955959209
2003-05-06 04:00:00+00:00,118.699,118.699,118.495,118.522,48236.4,0.1769999999999925,118.59700000000001,0.20399999999999352,118.60375,118.72067896719933,118.83512932108034,118.94412106707249,118.99009201346048,119.01525532519001,-0.1207814672538916,-0.07070139268343179,-0.05008007457045982,,,,,,,,,,,,,,,-0.007509154418588904
